NUMERO_MANDATO;BENEFICIARIO;PARTITA_IVA_O_CF;IMPORTO;ATTO_DI_IMPEGNO;DIREZIONE_SERVIZIO_RESP_PROC;DOCUMENTO
020538;ASSISTENZA MINORATI GRAVIMISERICORDIA DI FIRENZE;05675240484;7148,95;DD/12/007084;S.FAMIGLIA E ACCOGL.;FATTURA
016682;ASSISTENZA MINORATI GRAVIMISERICORDIA DI FIRENZE;05675240484;7148,95;DD/12/004172;DIR.SERV.SOCIALI;FATTURA
013670;ASSISTENZA MINORATI GRAVIMISERICORDIA DI FIRENZE;05675240484;7148,95;DD/12/003230;DIR.SERV.SOCIALI;FATTURA
021734;Ass.Marco Lo Russo Music Center;02516470594;2129,12;DD/12/004863;SERV.BIBL.ARCH.EVENT;FATTURA
016778;ASS.MIGRANTES CASA DON BOSCO;01572780516;5401,81;DD/12/005110;S.FAMIGLIA E ACCOGL.;FATTURA
016741;ASS.MIGRANTES CASA DON BOSCO;01572780516;-720;DD/12/001659;S.FAMIGLIA E ACCOGL.;NOTA DI CREDITO
019349;ASS.NE INSIEME;03813670480;9332;DD/11/007354;S.FAMIGLIA E ACCOGL.;FATTURA
019350;ASS.NE INSIEME;03813670480;3200;DD/12/005104;S.FAMIGLIA E ACCOGL.;FATTURA
023494;ASS.NE INSIEME;03813670480;3800;DD/12/005104;S.FAMIGLIA E ACCOGL.;FATTURA
023495;ASS.NE INSIEME;03813670480;2600;DD/12/005104;S.FAMIGLIA E ACCOGL.;FATTURA
014674;ASS.NE SOCIO-CULTURALE SINERGIE;05961510483;2500;DD/11/006762;SERV.BIBL.ARCH.EVENT;FATTURA
021197;ASS.NE VOLONT.SOLIDARIETA'CARITAS;94043850489;-391,02;DD/09/011923;DIR.SERV.SOCIALI;NOTA DI CREDITO
017357;ASSOCIAZIONE ARMONIE;06108460483;4000;DD/12/000170;S.ATT.EDUC.E FORMAT.;FATTURA
016542;ASSOCIAZIONE ARTE IN BOTTEGA;05339710484;6,8;DD/11/010656;S.ATT.EDUC.E FORMAT.;FATTURA
016540;ASSOCIAZIONE ARTE IN BOTTEGA;05339710484;325,47;DD/11/010656;S.ATT.EDUC.E FORMAT.;FATTURA
016541;ASSOCIAZIONE ARTE IN BOTTEGA;05339710484;2317,73;DD/11/010656;S.ATT.EDUC.E FORMAT.;FATTURA
015860;ASSOCIAZIONE ARTE IN BOTTEGA;05339710484;4250;DD/11/010656;S.ATT.EDUC.E FORMAT.;FATTURA
015859;ASSOCIAZIONE ARTE IN BOTTEGA;05339710484;900;DD/11/010656;S.ATT.EDUC.E FORMAT.;FATTURA
020666;ASSOCIAZIONE ARTU;94109100480;459;DD/11/010656;S.ATT.EDUC.E FORMAT.;FATTURA
020665;ASSOCIAZIONE ARTU;94109100480;1000;DD/11/010656;S.ATT.EDUC.E FORMAT.;FATTURA
020664;ASSOCIAZIONE ARTU;94109100480;1350;DD/11/010656;S.ATT.EDUC.E FORMAT.;FATTURA
020663;ASSOCIAZIONE ARTU;94109100480;494,06;DD/11/010656;S.ATT.EDUC.E FORMAT.;FATTURA
020661;ASSOCIAZIONE ARTU;94109100480;2985,03;DD/11/010656;S.ATT.EDUC.E FORMAT.;FATTURA
020662;ASSOCIAZIONE ARTU;94109100480;61,91;DD/11/010656;S.ATT.EDUC.E FORMAT.;FATTURA
020667;ASSOCIAZIONE ARTU;94109100480;90;DD/11/010656;S.ATT.EDUC.E FORMAT.;FATTURA
020669;ASSOCIAZIONE ARTU;94109100480;3540;DD/11/010656;S.ATT.EDUC.E FORMAT.;FATTURA
020668;ASSOCIAZIONE ARTU;94109100480;1000;DD/11/010656;S.ATT.EDUC.E FORMAT.;FATTURA
023008;ASSOCIAZIONE CAMBIAMUSICA;06166380482;6050;DD/12/005474;SERV.BIBL.ARCH.EVENT;FATTURA
017868;ASSOCIAZIONE CANTIERE FLORIDA;05472840486;720;DD/08/003574;SERV.BIBL.ARCH.EVENT;FATTURA
017867;ASSOCIAZIONE CANTIERE FLORIDA;05472840486;1440;DD/08/004874;SERV.BIBL.ARCH.EVENT;FATTURA
017931;ASSOCIAZIONE CANTIERE FLORIDA;05472840486;720;DD/10/003148;SERV.BIBL.ARCH.EVENT;FATTURA
017137;ASSOCIAZIONE CASA SPERANZA-ONLUS;04920850486;51054,75;DD/11/005522;S.FAMIGLIA E ACCOGL.;FATTURA
014546;ASSOCIAZIONE CASA SPERANZA-ONLUS;04920850486;46623,75;DD/11/005522;S.FAMIGLIA E ACCOGL.;FATTURA
020367;ASSOCIAZIONE CASA SPERANZA-ONLUS;04920850486;49350;DD/12/006506;S.FAMIGLIA E ACCOGL.;FATTURA
020967;ASSOCIAZIONE CASA SPERANZA-ONLUS;04920850486;24300;DD/12/007208;S.FAMIGLIA E ACCOGL.;FATTURA
015935;ASSOCIAZIONE COMMERCIANTIDEL CENTRO COMM.LE ESSELUNGA;02163330489;1164,02;DD/11/011145;DIR.PATR.IMMOBILIARE;FATTURA
015935;ASSOCIAZIONE COMMERCIANTIDEL CENTRO COMM.LE ESSELUNGA;02163330489;1164,02;DD/11/011145;DIR.PATR.IMMOBILIARE;FATTURA
015935;ASSOCIAZIONE COMMERCIANTIDEL CENTRO COMM.LE ESSELUNGA;02163330489;-1413,23;DD/11/011145;DIR.PATR.IMMOBILIARE;NOTA DI CREDITO
018382;ASSOCIAZIONE COMMERCIANTIDEL CENTRO COMM.LE ESSELUNGA;02163330489;1164,02;DD/11/011145;DIR.PATR.IMMOBILIARE;FATTURA
022701;ASSOCIAZIONE COMMERCIANTIDEL CENTRO COMM.LE ESSELUNGA;02163330489;582,01;DD/11/011145;DIR.PATR.IMMOBILIARE;FATTURA
016129;ASSOCIAZIONE CULT.SPORT.DIL.ESSERE;05396520487;5642,16;DD/12/000005;SERVIZIO SPORT;FATTURA
016130;ASSOCIAZIONE CULT.SPORT.DIL.ESSERE;05396520487;3312,08;DD/12/000007;SERVIZIO SPORT;FATTURA
016126;ASSOCIAZIONE CULT.SPORT.DIL.ESSERE;05396520487;3277,01;DD/12/000012;SERVIZIO SPORT;FATTURA
016127;ASSOCIAZIONE CULT.SPORT.DIL.ESSERE;05396520487;5492,19;DD/12/002570;SERVIZIO SPORT;FATTURA
016193;ASSOCIAZIONE CULT.SPORT.DIL.ESSERE;05396520487;5492,19;DD/12/002056;SERVIZIO SPORT;FATTURA
016192;ASSOCIAZIONE CULT.SPORT.DIL.ESSERE;05396520487;9583,2;DD/12/002057;SERVIZIO SPORT;FATTURA
023343;ASSOCIAZIONE CULTURALE AKROPOLIS;05527150485;2904;DD/12/002338;SERV.BIBL.ARCH.EVENT;FATTURA
016520;ASSOCIAZIONE CULTURALE CONTEMPORARY;94196190485;2300;DD/12/004849;SERV.BIBL.ARCH.EVENT;FATTURA
016605;ASSOCIAZIONE CULTURALE CONTEMPORARY;94196190485;300;DD/12/001058;SERV.BIBL.ARCH.EVENT;FATTURA
015493;ASSOCIAZIONE CULTURALE IL SICOMOROONLUS;02229960972;700;DD/12/005083;SERVIZIO SPORT;FATTURA
016646;ASSOCIAZIONE CULTURALE TEDAVI 98;04904300482;4400;DD/11/007635;SERV. MUSEI COMUNALI;FATTURA
016157;ASSOCIAZIONE GULLIVER;04374110486;7337,14;DD/12/002575;SERVIZIO SPORT;FATTURA
016282;ASSOCIAZIONE GULLIVER;04374110486;6500,24;DD/12/002860;SERVIZIO SPORT;FATTURA
016625;ASSOCIAZIONE GULLIVER;04374110486;1448,52;DD/12/006081;S.ATT.EDUC.E FORMAT.;FATTURA
016623;ASSOCIAZIONE GULLIVER;04374110486;52367,28;DD/12/006081;S.ATT.EDUC.E FORMAT.;FATTURA
016624;ASSOCIAZIONE GULLIVER;04374110486;50918,76;DD/12/006081;S.ATT.EDUC.E FORMAT.;FATTURA
018932;ASSOCIAZIONE GULLIVER;04374110486;52367,28;DD/12/006081;S.ATT.EDUC.E FORMAT.;FATTURA
021248;ASSOCIAZIONE GULLIVER;04374110486;66,86;DD/12/007786;S.ATT.EDUC.E FORMAT.;FATTURA
021247;ASSOCIAZIONE GULLIVER;04374110486;490,05;DD/12/007786;S.ATT.EDUC.E FORMAT.;FATTURA
021246;ASSOCIAZIONE GULLIVER;04374110486;17455,76;DD/12/006081;S.ATT.EDUC.E FORMAT.;FATTURA
016881;ASSOCIAZIONE ITALIANA FORMATORI-AIF;02320310150;340;DD/12/004805;DIREZ. RISORSE UMANE;FATTURA
023492;ASSOCIAZIONE LA SCENA MUTA;06131700483;11495;DD/12/005331;SERV.BIBL.ARCH.EVENT;FATTURA
013671;ASSOCIAZIONE MAGHI INCARTATI;05473120482;720;DD/11/002973;SERVIZIO SPORT;FATTURA
019278;ASSOCIAZIONE MARGHERITA FASOLOSCUOLA MATERNA PRIVATA;03869790489;6253,2;DD/12/005724;SERVIZI ALL'INFANZIA;FATTURA
019277;ASSOCIAZIONE MARGHERITA FASOLOSCUOLA MATERNA PRIVATA;03869790489;8531,7;DD/11/011249;SERVIZI ALL'INFANZIA;FATTURA
022739;ASSOCIAZIONE MARGHERITA FASOLOSCUOLA MATERNA PRIVATA;03869790489;9000;DD/12/007685;SERVIZI ALL'INFANZIA;FATTURA
016589;ASSOCIAZIONE MARGHERITA FASOLOSCUOLA MATERNA PRIVATA;03869790489;9000;DD/11/011249;SERVIZI ALL'INFANZIA;FATTURA
016589;ASSOCIAZIONE MARGHERITA FASOLOSCUOLA MATERNA PRIVATA;03869790489;9000;DD/11/011249;SERVIZI ALL'INFANZIA;FATTURA
013829;ASSOCIAZIONE M.CRISTINAOGIER ONLUS;04937000489;11532,64;DD/12/001969;DIR.SERV.SOCIALI;FATTURA
020541;ASSOCIAZIONE M.CRISTINAOGIER ONLUS;04937000489;11721,67;DD/12/006561;DIR.SERV.SOCIALI;FATTURA
016629;ASSOCIAZIONE M.CRISTINAOGIER ONLUS;04937000489;11532,64;DD/12/004133;DIR.SERV.SOCIALI;FATTURA
021019;ASSOCIAZIONE MUSEO DEI RAGAZZI;05118160489;1080;DD/12/009029;SERV. MUSEI COMUNALI;FATTURA
016498;ASSOCIAZIONE MUSICALE F. LANDINI;05238970486;1149;DD/12/004849;SERV.BIBL.ARCH.EVENT;FATTURA
014450;ASSOCIAZIONE PALASPORT DI FIRENZE;05361850489;1354,99;DD/12/002862;SERVIZIO SPORT;FATTURA
016594;ASSOCIAZIONE PALASPORT DI FIRENZE;05361850489;21780;DD/12/005461;S.ORGANIZ.ACQUIS.RISO;FATTURA
020053;ASSOCIAZIONE PAPA GIOVANNI XXIII;01433850409;2744,69;DD/12/007210;S.FAMIGLIA E ACCOGL.;FATTURA
020052;ASSOCIAZIONE PAPA GIOVANNI XXIII;01433850409;2744,69;DD/12/006505;S.FAMIGLIA E ACCOGL.;FATTURA
020052;ASSOCIAZIONE PAPA GIOVANNI XXIII;01433850409;2744,69;DD/12/006505;S.FAMIGLIA E ACCOGL.;FATTURA
020053;ASSOCIAZIONE PAPA GIOVANNI XXIII;01433850409;886,61;DD/12/007210;S.FAMIGLIA E ACCOGL.;FATTURA
021915;ASSOCIAZIONE PAPA GIOVANNI XXIII;01433850409;8632,83;DD/12/006505;S.FAMIGLIA E ACCOGL.;FATTURA
021915;ASSOCIAZIONE PAPA GIOVANNI XXIII;01433850409;-2744,69;DD/12/006505;S.FAMIGLIA E ACCOGL.;NOTA DI CREDITO
021917;ASSOCIAZIONE PAPA GIOVANNI XXIII;01433850409;-2744,69;DD/12/007210;S.FAMIGLIA E ACCOGL.;NOTA DI CREDITO
021917;ASSOCIAZIONE PAPA GIOVANNI XXIII;01433850409;8354,41;DD/12/007210;S.FAMIGLIA E ACCOGL.;FATTURA
021917;ASSOCIAZIONE PAPA GIOVANNI XXIII;01433850409;8632,83;DD/12/007210;S.FAMIGLIA E ACCOGL.;FATTURA
021917;ASSOCIAZIONE PAPA GIOVANNI XXIII;01433850409;-2656,21;DD/12/007210;S.FAMIGLIA E ACCOGL.;NOTA DI CREDITO
016748;ASSOCIAZIONE PAPA GIOVANNI XXIII;01433850409;2744,69;DD/12/004060;S.FAMIGLIA E ACCOGL.;FATTURA
016766;ASSOCIAZIONE PAPA GIOVANNI XXIII;01433850409;8354,41;DD/12/005110;S.FAMIGLIA E ACCOGL.;FATTURA
016766;ASSOCIAZIONE PAPA GIOVANNI XXIII;01433850409;2656,21;DD/12/005110;S.FAMIGLIA E ACCOGL.;FATTURA
016766;ASSOCIAZIONE PAPA GIOVANNI XXIII;01433850409;2656,21;DD/12/005110;S.FAMIGLIA E ACCOGL.;FATTURA
016748;ASSOCIAZIONE PAPA GIOVANNI XXIII;01433850409;8632,83;DD/12/004060;S.FAMIGLIA E ACCOGL.;FATTURA
016748;ASSOCIAZIONE PAPA GIOVANNI XXIII;01433850409;2744,69;DD/12/004060;S.FAMIGLIA E ACCOGL.;FATTURA
021148;ASSOCIAZIONE PAPA GIOVANNI XXIII;01433850409;2656,21;DD/12/007210;S.FAMIGLIA E ACCOGL.;FATTURA
013576;ASSOCIAZIONE PAPA GIOVANNI XXIII;01433850409;2656,21;DD/12/002800;S.FAMIGLIA E ACCOGL.;FATTURA
013576;ASSOCIAZIONE PAPA GIOVANNI XXIII;01433850409;8354,41;DD/12/002800;S.FAMIGLIA E ACCOGL.;FATTURA
013575;ASSOCIAZIONE PAPA GIOVANNI XXIII;01433850409;3187,09;DD/12/001659;S.FAMIGLIA E ACCOGL.;FATTURA
013575;ASSOCIAZIONE PAPA GIOVANNI XXIII;01433850409;2744,69;DD/12/001659;S.FAMIGLIA E ACCOGL.;FATTURA
013575;ASSOCIAZIONE PAPA GIOVANNI XXIII;01433850409;8632,83;DD/12/001659;S.FAMIGLIA E ACCOGL.;FATTURA
013576;ASSOCIAZIONE PAPA GIOVANNI XXIII;01433850409;2656,21;DD/12/002800;S.FAMIGLIA E ACCOGL.;FATTURA
014565;ASSOCIAZIONE PER LA SCUOLASUPERIOREDI TECNOLOGIE INDUSTRIALI;04631130483;9680;DD/11/007666;SERV.PROMOZ.ECON.TURISTIC;FATTURA
020186;ASSOCIAZIONE PROGETTO ARCOBALENO;05601940488;24046,24;DD/12/007280;S.FAMIGLIA E ACCOGL.;FATTURA
020187;ASSOCIAZIONE PROGETTO ARCOBALENO;05601940488;500;DD/11/010002;S.ATT.EDUC.E FORMAT.;FATTURA
022443;ASSOCIAZIONE PROGETTO ARCOBALENO;05601940488;2000;DD/11/007354;S.FAMIGLIA E ACCOGL.;FATTURA
022477;ASSOCIAZIONE PROGETTO ARCOBALENO;05601940488;1200;DD/12/005104;S.FAMIGLIA E ACCOGL.;FATTURA
016598;ASSOCIAZIONE PROGETTO ARCOBALENO;05601940488;6416,67;DD/12/004253;S.FAMIGLIA E ACCOGL.;FATTURA
015230;ASSOCIAZIONE PROGETTO ARCOBALENO;05601940488;6416,67;DD/12/003081;S.FAMIGLIA E ACCOGL.;FATTURA
023471;ASSOCIAZIONE PROGETTO ARCOBALENO;05601940488;45000;DD/12/009094;DIR.SERV.SOCIALI;FATTURA
023551;ASSOCIAZIONE PROGETTO ARCOBALENO;05601940488;2500;DD/06/001925;DIR.SERV.SOCIALI;FATTURA
015775;ASSOCIAZIONE PROGETTO ARCOBALENO;05601940488;4000;DD/11/007354;S.FAMIGLIA E ACCOGL.;FATTURA
017129;ASSOCIAZIONE PROGETTO S. AGOSTINO;04253570487;7254;DD/11/005522;S.FAMIGLIA E ACCOGL.;FATTURA
017130;ASSOCIAZIONE PROGETTO S. AGOSTINO;04253570487;2852;DD/11/005522;S.FAMIGLIA E ACCOGL.;FATTURA
017129;ASSOCIAZIONE PROGETTO S. AGOSTINO;04253570487;7020;DD/11/005522;S.FAMIGLIA E ACCOGL.;FATTURA
017130;ASSOCIAZIONE PROGETTO S. AGOSTINO;04253570487;2760;DD/11/005522;S.FAMIGLIA E ACCOGL.;FATTURA
014529;ASSOCIAZIONE PROGETTO S. AGOSTINO;04253570487;7020;DD/11/005522;S.FAMIGLIA E ACCOGL.;FATTURA
014530;ASSOCIAZIONE PROGETTO S. AGOSTINO;04253570487;2852;DD/11/005522;S.FAMIGLIA E ACCOGL.;FATTURA
014529;ASSOCIAZIONE PROGETTO S. AGOSTINO;04253570487;5598;DD/11/005522;S.FAMIGLIA E ACCOGL.;FATTURA
014530;ASSOCIAZIONE PROGETTO S. AGOSTINO;04253570487;2760;DD/11/005522;S.FAMIGLIA E ACCOGL.;FATTURA
020359;ASSOCIAZIONE PROGETTO S. AGOSTINO;04253570487;2852;DD/12/006506;S.FAMIGLIA E ACCOGL.;FATTURA
020356;ASSOCIAZIONE PROGETTO S. AGOSTINO;04253570487;7254;DD/12/006506;S.FAMIGLIA E ACCOGL.;FATTURA
020357;ASSOCIAZIONE PROGETTO S. AGOSTINO;04253570487;2852;DD/12/006506;S.FAMIGLIA E ACCOGL.;FATTURA
020358;ASSOCIAZIONE PROGETTO S. AGOSTINO;04253570487;7254;DD/12/006506;S.FAMIGLIA E ACCOGL.;FATTURA
020963;ASSOCIAZIONE PROGETTO S. AGOSTINO;04253570487;7020;DD/12/007208;S.FAMIGLIA E ACCOGL.;FATTURA
020964;ASSOCIAZIONE PROGETTO S. AGOSTINO;04253570487;2760;DD/12/007208;S.FAMIGLIA E ACCOGL.;FATTURA
019123;ASSOCIAZIONE SWITCHCRAFTSOCIAL CREATIVE NETWORK;05758010481;2226,4;DD/11/009009;S.ATT.EDUC.E FORMAT.;FATTURA
019116;ASSOCIAZIONE TURISMO AMBIENTE;04292660489;499,12;DD/12/002992;DIREZ.ISTRUZIONE;FATTURA
015444;ASSOCIAZIONE VENTI LUCENTI;02166550489;3000;DD/11/009712;SERV.BIBL.ARCH.EVENT;FATTURA
015445;ASSOCIAZIONE VENTI LUCENTI;02166550489;3146;DD/12/000874;SERV.BIBL.ARCH.EVENT;FATTURA
021913;ASSOC.PROGETTO S.AGOSTINO S.FELICE;04253570487;13668;DD/11/005522;S.FAMIGLIA E ACCOGL.;FATTURA
021914;ASSOC.PROGETTO S.AGOSTINO S.FELICE;04253570487;11194;DD/12/007208;S.FAMIGLIA E ACCOGL.;FATTURA
021914;ASSOC.PROGETTO S.AGOSTINO S.FELICE;04253570487;-62,8;DD/12/007208;S.FAMIGLIA E ACCOGL.;NOTA DI CREDITO
021913;ASSOC.PROGETTO S.AGOSTINO S.FELICE;04253570487;11151,1;DD/11/005522;S.FAMIGLIA E ACCOGL.;FATTURA
014548;ASSOC.PROGETTO S.AGOSTINO S.FELICE;04253570487;624;DD/11/005522;S.FAMIGLIA E ACCOGL.;FATTURA
014548;ASSOC.PROGETTO S.AGOSTINO S.FELICE;04253570487;10974;DD/11/005522;S.FAMIGLIA E ACCOGL.;FATTURA
014548;ASSOC.PROGETTO S.AGOSTINO S.FELICE;04253570487;11703;DD/11/005522;S.FAMIGLIA E ACCOGL.;FATTURA
020368;ASSOC.PROGETTO S.AGOSTINO S.FELICE;04253570487;5632;DD/12/006506;S.FAMIGLIA E ACCOGL.;FATTURA
020968;ASSOC.PROGETTO S.AGOSTINO S.FELICE;04253570487;6600;DD/12/007208;S.FAMIGLIA E ACCOGL.;FATTURA
017139;ASSOC.PROG.S.AGOSTINO CASA MARISA;04253570487;3780;DD/11/005522;S.FAMIGLIA E ACCOGL.;FATTURA
017139;ASSOC.PROG.S.AGOSTINO CASA MARISA;04253570487;3906;DD/11/005522;S.FAMIGLIA E ACCOGL.;FATTURA
014549;ASSOC.PROG.S.AGOSTINO CASA MARISA;04253570487;3906;DD/11/005522;S.FAMIGLIA E ACCOGL.;FATTURA
014549;ASSOC.PROG.S.AGOSTINO CASA MARISA;04253570487;3780;DD/11/005522;S.FAMIGLIA E ACCOGL.;FATTURA
020369;ASSOC.PROG.S.AGOSTINO CASA MARISA;04253570487;3906;DD/12/006506;S.FAMIGLIA E ACCOGL.;FATTURA
020369;ASSOC.PROG.S.AGOSTINO CASA MARISA;04253570487;3906;DD/12/006506;S.FAMIGLIA E ACCOGL.;FATTURA
020969;ASSOC.PROG.S.AGOSTINO CASA MARISA;04253570487;2700;DD/12/007208;S.FAMIGLIA E ACCOGL.;FATTURA
015831;ASSOPIU';04774600482;1052,7;DD/12/002955;SERV.BIBL.ARCH.EVENT;FATTURA
018281;ASTIR S.C.S. ONLUS;01676060971;156;DD/12/007210;S.FAMIGLIA E ACCOGL.;FATTURA
018280;ASTIR S.C.S. ONLUS;01676060971;156;DD/12/006505;S.FAMIGLIA E ACCOGL.;FATTURA
018280;ASTIR S.C.S. ONLUS;01676060971;16324,07;DD/12/006505;S.FAMIGLIA E ACCOGL.;FATTURA
018281;ASTIR S.C.S. ONLUS;01676060971;16251,27;DD/12/007210;S.FAMIGLIA E ACCOGL.;FATTURA
015104;ASTIR S.C.S. ONLUS;01676060971;156;DD/12/004060;S.FAMIGLIA E ACCOGL.;FATTURA
015103;ASTIR S.C.S. ONLUS;01676060971;501,07;DD/12/002800;S.FAMIGLIA E ACCOGL.;FATTURA
015104;ASTIR S.C.S. ONLUS;01676060971;16344,87;DD/12/004060;S.FAMIGLIA E ACCOGL.;FATTURA
016558;ASTIR S.C.S. ONLUS;01676060971;156;DD/12/005110;S.FAMIGLIA E ACCOGL.;FATTURA
016558;ASTIR S.C.S. ONLUS;01676060971;15827,34;DD/12/005110;S.FAMIGLIA E ACCOGL.;FATTURA
021195;ASTIR S.C.S. ONLUS;01676060971;156;DD/12/006859;S.FAMIGLIA E ACCOGL.;FATTURA
021195;ASTIR S.C.S. ONLUS;01676060971;15775,34;DD/12/006859;S.FAMIGLIA E ACCOGL.;FATTURA
020463;ASTROLABIO;05302370480;17424;DD/12/007610;DIR.SERV.SOCIALI;FATTURA
018394;ASTROLABIO;05302370480;9825,2;DD/11/010656;S.ATT.EDUC.E FORMAT.;FATTURA
018392;ASTROLABIO;05302370480;2000;DD/11/010656;S.ATT.EDUC.E FORMAT.;FATTURA
018393;ASTROLABIO;05302370480;420;DD/11/010656;S.ATT.EDUC.E FORMAT.;FATTURA
023131;ASTROLABIO;05302370480;5808;DD/12/007610;DIR.SERV.SOCIALI;FATTURA
016824;ATAF SPA;01451500480;8800;DD/12/004916;DIR.SERV.SOCIALI;FATTURA
019248;ATAF&LINEA S.C.R.L.;05504280487;2820;DD/12/004586;S.ATT.EDUC.E FORMAT.;FATTURA
024099;ATAF&LINEA S.C.R.L.;05504280487;1061900,69;DD/12/010167;SERV.MOBILITA';FATTURA
024100;ATAF&LINEA S.C.R.L.;05504280487;309604,91;DD/12/009310;SERV.MOBILITA';FATTURA
024102;ATAF&LINEA S.C.R.L.;05504280487;455666,99;DD/12/010167;SERV.MOBILITA';FATTURA
024098;ATAF&LINEA S.C.R.L.;05504280487;106190,07;DD/12/009535;SERV.MOBILITA';FATTURA
024097;ATAF&LINEA S.C.R.L.;05504280487;534670,3;DD/12/009310;SERV.MOBILITA';FATTURA
024101;ATAF&LINEA S.C.R.L.;05504280487;45566,7;DD/12/009535;SERV.MOBILITA';FATTURA
018007;ATAF&LINEA S.C.R.L.;05504280487;0,02;DD/12/003308;SERV.MOBILITA';FATTURA
018008;ATAF&LINEA S.C.R.L.;05504280487;76357,12;DD/12/005417;SERV.MOBILITA';FATTURA
016269;ATAF&LINEA S.C.R.L.;05504280487;844275,22;DD/12/006700;SERV.MOBILITA';FATTURA
016268;ATAF&LINEA S.C.R.L.;05504280487;151756,76;DD/12/006723;SERV.MOBILITA';FATTURA
016267;ATAF&LINEA S.C.R.L.;05504280487;1517567,68;DD/12/006723;SERV.MOBILITA';FATTURA
022582;ATAF&LINEA S.C.R.L.;05504280487;9999,66;DD/12/007547;DIR.SERV.SOCIALI;FATTURA
015074;ATAF&LINEA S.C.R.L.;05504280487;329200,63;DD/12/003308;SERV.MOBILITA';FATTURA
015072;ATAF&LINEA S.C.R.L.;05504280487;1517567,68;DD/12/002178;SERV.MOBILITA';FATTURA
015073;ATAF&LINEA S.C.R.L.;05504280487;151756,77;DD/12/002178;SERV.MOBILITA';FATTURA
015075;ATAF&LINEA S.C.R.L.;05504280487;844275,21;DD/12/004249;SERV.MOBILITA';FATTURA
020611;ATAF&LINEA S.C.R.L.;05504280487;151756,77;DD/12/006723;SERV.MOBILITA';FATTURA
020610;ATAF&LINEA S.C.R.L.;05504280487;1517567,68;DD/12/006723;SERV.MOBILITA';FATTURA
020612;ATAF&LINEA S.C.R.L.;05504280487;844275,21;DD/12/006700;SERV.MOBILITA';FATTURA
022680;ATAF&LINEA S.C.R.L.;05504280487;819,18;DD/12/007969;SERV.MOBILITA';FATTURA
022679;ATAF&LINEA S.C.R.L.;05504280487;58748,61;DD/12/007843;SERV.MOBILITA';FATTURA
020960;ATAF&LINEA S.C.R.L.;05504280487;180;DD/12/001408;UFFICIO DI GABINETTO;FATTURA
022947;ATAF&LINEA S.C.R.L.;05504280487;940;DD/12/006987;UFF.SEG.GEN.AFF.ISTITUZ.;FATTURA
021103;ATAF&LINEA S.C.R.L.;05504280487;5405;DD/12/006209;DIREZ.ISTRUZIONE;FATTURA
018974;ATAF&LINEA S.C.R.L.;05504280487;76,32;DD/12/001907;SERV.CENTR.ACQUISTI;FATTURA
018975;ATAF&LINEA S.C.R.L.;05504280487;1259,82;DD/12/001907;SERV.CENTR.ACQUISTI;FATTURA
018973;ATAF&LINEA S.C.R.L.;05504280487;807,14;DD/12/001907;SERV.CENTR.ACQUISTI;FATTURA
018972;ATAF&LINEA S.C.R.L.;05504280487;2018,77;DD/12/001907;SERV.CENTR.ACQUISTI;FATTURA
018954;ATAF&LINEA S.C.R.L.;05504280487;12100;DD/11/012012;DIR.NUOVE INFR.E MOBIL;FATTURA
013569;ATAF&LINEA S.C.R.L.;05504280487;940;DD/12/002274;UFF.SEG.GEN.AFF.ISTITUZ.;FATTURA
023111;ATAF&LINEA S.C.R.L.;05504280487;151756,77;DD/12/008469;SERV.MOBILITA';FATTURA
023107;ATAF&LINEA S.C.R.L.;05504280487;337987,69;DD/12/006700;SERV.MOBILITA';FATTURA
023108;ATAF&LINEA S.C.R.L.;05504280487;506287,52;DD/12/006700;SERV.MOBILITA';FATTURA
023109;ATAF&LINEA S.C.R.L.;05504280487;1380000;DD/12/008469;SERV.MOBILITA';FATTURA
023110;ATAF&LINEA S.C.R.L.;05504280487;137567,68;DD/12/008469;SERV.MOBILITA';FATTURA
023540;ATAF&LINEA S.C.R.L.;05504280487;6600;DD/12/009181;UFF.AFFARI GEN.E CERIM.;FATTURA
015736;ATAF&LINEA S.C.R.L.;05504280487;275000;DD/12/005417;SERV.MOBILITA';FATTURA
015736;ATAF&LINEA S.C.R.L.;05504280487;283324,45;DD/12/005417;SERV.MOBILITA';FATTURA
015736;ATAF&LINEA S.C.R.L.;05504280487;148664,29;DD/12/005417;SERV.MOBILITA';FATTURA
015736;ATAF&LINEA S.C.R.L.;05504280487;2962,49;DD/12/005417;SERV.MOBILITA';FATTURA
015736;ATAF&LINEA S.C.R.L.;05504280487;57966,86;DD/12/005417;SERV.MOBILITA';FATTURA
015734;ATAF&LINEA S.C.R.L.;05504280487;267567,68;DD/12/002178;SERV.MOBILITA';FATTURA
015734;ATAF&LINEA S.C.R.L.;05504280487;130000;DD/12/002178;SERV.MOBILITA';FATTURA
015734;ATAF&LINEA S.C.R.L.;05504280487;110000;DD/12/002178;SERV.MOBILITA';FATTURA
015734;ATAF&LINEA S.C.R.L.;05504280487;510000;DD/12/002178;SERV.MOBILITA';FATTURA
015734;ATAF&LINEA S.C.R.L.;05504280487;500000;DD/12/002178;SERV.MOBILITA';FATTURA
015735;ATAF&LINEA S.C.R.L.;05504280487;26756,76;DD/12/002178;SERV.MOBILITA';FATTURA
015735;ATAF&LINEA S.C.R.L.;05504280487;13000;DD/12/002178;SERV.MOBILITA';FATTURA
